_CustomObjectKey,id,HC_Codigo_de_Retorno_de_Erro__c,Descricao_do_Retorno_de_Erro__c
1709,a0V6g000007Npv6EAC,AN,Conta Corrente/DV do Favorecido Inválido
1710,a0V6g000007NpvaEAC,AN,Conta Corrente/DV do Favorecido Inválido
1711,a0V6g000007NpvbEAC,AN,Conta Corrente/DV do Favorecido Inválido
1712,a0V6g000007NpvcEAC,AN,Conta Corrente/DV do Favorecido Inválido
1713,a0V6g000007NpvdEAC,AN,Conta Corrente/DV do Favorecido Inválido
1714,a0V6g000007NpveEAC,AN,Conta Corrente/DV do Favorecido Inválido
1715,a0V6g000007NpvKEAS,AN,Conta Corrente/DV do Favorecido Inválido
1716,a0V6g000007NpvLEAS,AN,Conta Corrente/DV do Favorecido Inválido
1717,a0V6g000007NpvMEAS,AN,Conta Corrente/DV do Favorecido Inválido
1718,a0V6g000007NpvNEAS,AN,Conta Corrente/DV do Favorecido Inválido
1719,a0V6g000007NpvrEAC,AN,Conta Corrente/DV do Favorecido Inválido
1720,a0V6g000007NpvsEAC,AN,Conta Corrente/DV do Favorecido Inválido
1721,a0V6g000007NpvtEAC,AN,Conta Corrente/DV do Favorecido Inválido
1722,a0V6g000007NpvuEAC,AN,Conta Corrente/DV do Favorecido Inválido
1723,a0V6g000007Nr45EAC,AN,Conta Corrente/DV do Favorecido Inválido
1724,a0V6g000007Nr46EAC,AN,Conta Corrente/DV do Favorecido Inválido
1725,a0V6g000007Nr47EAC,AN,Conta Corrente/DV do Favorecido Inválido
1726,a0V6g000007Nr4bEAC,AN,Conta Corrente/DV do Favorecido Inválido
1727,a0V6g000007Nr4cEAC,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1728,a0V6g000007Nr4dEAC,AN,Conta Corrente/DV do Favorecido Inválido
1729,a0V6g000007Nr4eEAC,AN,Conta Corrente/DV do Favorecido Inválido
1730,a0V6g000007Nr4fEAC,AN,Conta Corrente/DV do Favorecido Inválido
1731,a0V6g000007Nr4LEAS,AC,Tipo de Serviço Inválido
1732,a0V6g000007Nr4OEAS,AC,Tipo de Serviço Inválido
1733,a0V6g000007Nr4sEAC,AN,Conta Corrente/DV do Favorecido Inválido
1734,a0V6g000007Nr4tEAC,AN,Conta Corrente/DV do Favorecido Inválido
1735,a0V6g000007Nr4uEAC,AN,Conta Corrente/DV do Favorecido Inválido
1736,a0V6g000007Nr4vEAC,AN,Conta Corrente/DV do Favorecido Inválido
1737,a0V6g000007Nr59EAC,AC,Tipo de Serviço Inválido
1738,a0V6g000007Nr5AEAS,AC,Tipo de Serviço Inválido
1739,a0V6g000007Nr5BEAS,AC,Tipo de Serviço Inválido
1740,a0V6g000007Nr5CEAS,AN,Conta Corrente/DV do Favorecido Inválido
1741,a0V6g000007NR7lEAG,AN,Conta Corrente/DV do Favorecido Inválido
1742,a0V6g000007NR7mEAG,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1743,a0V6g000007NUjnEAG,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1744,a0V6g000007NUjoEAG,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1745,a0V6g000007NUjpEAG,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1746,a0V6g000007NUjqEAG,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1747,a0V6g000007NUjrEAG,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1748,a0V6g000007NUmlEAG,AC,Tipo de Serviço Inválido
1749,a0V6g000007NUmmEAG,AC,Tipo de Serviço Inválido
1750,a0V6g000007NUmnEAG,AC,Tipo de Serviço Inválido
1751,a0V6g000007NUmoEAG,AC,Tipo de Serviço Inválido
1752,a0V6g000007NUmpEAG,AC,Tipo de Serviço Inválido
1753,a0V6g000007NUmVEAW,AN,Conta Corrente/DV do Favorecido Inválido
1754,a0V6g000007NUmWEAW,AN,Conta Corrente/DV do Favorecido Inválido
1755,a0V6g000007NUmXEAW,AN,Conta Corrente/DV do Favorecido Inválido
1756,a0V6g000007NUmYEAW,AN,Conta Corrente/DV do Favorecido Inválido
1757,a0V6g000007NUpAEAW,AN,Conta Corrente/DV do Favorecido Inválido
1758,a0V6g000007NUpBEAW,AN,Conta Corrente/DV do Favorecido Inválido
1759,a0V6g000007NUpCEAW,AN,Conta Corrente/DV do Favorecido Inválido
1760,a0V6g000007NUpDEAW,AN,Conta Corrente/DV do Favorecido Inválido
1761,a0V6g000007NUphEAG,AN,Conta Corrente/DV do Favorecido Inválido
1762,a0V6g000007NUpiEAG,AN,Conta Corrente/DV do Favorecido Inválido
1763,a0V6g000007NUpjEAG,AN,Conta Corrente/DV do Favorecido Inválido
1764,a0V6g000007NUpkEAG,AN,Conta Corrente/DV do Favorecido Inválido
1765,a0V6g000007NUpQEAW,AC,Tipo de Serviço Inválido
1766,a0V6g000007NUpREAW,AC,Tipo de Serviço Inválido
1767,a0V6g000007NUpSEAW,AC,Tipo de Serviço Inválido
1768,a0V6g000007NUpTEAW,AN,Conta Corrente/DV do Favorecido Inválido
1769,a0V6g000007NUpyEAG,AN,Conta Corrente/DV do Favorecido Inválido
1770,a0V6g000007NUq5EAG,AG,Agência/Conta Corrente/DV Inválido
1771,a0V6g000007NUqAEAW,AG,Agência/Conta Corrente/DV Inválido
1772,a0V6g000007NUqCEAW,AG,Agência/Conta Corrente/DV Inválido
1773,a0V6g000007NUqEEAW,AG,Agência/Conta Corrente/DV Inválido
1774,a0V6g000007NUqJEAW,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1775,a0V6g000007NUqLEAW,AC,Tipo de Serviço Inválido
1776,a0V6g0000061WSNEA2,AN,Conta Corrente/DV do Favorecido Inválido
1777,a0V6g0000061WT1EAM,AN,Conta Corrente/DV do Favorecido Inválido
1778,a0V6g0000061WUYEA2,AN,Conta Corrente/DV do Favorecido Inválido
1779,a0V6g0000061WYVEA2,AN,Conta Corrente/DV do Favorecido Inválido
1780,a0V6g0000061WZEEA2,AN,Conta Corrente/DV do Favorecido Inválido
1781,a0V6g0000061X3IEAU,AN,Conta Corrente/DV do Favorecido Inválido
1782,a0V6g0000061X6QEAU,AT,Tipo/Número de Inscrição do Favorecido Inválido
1783,a0V6g0000061X87EAE,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1784,a0V6g0000061y7dEAA,AC,Tipo de Serviço Inválido
1785,a0V6g0000061y7fEAA,AC,Tipo de Serviço Inválido
1786,a0V6g0000061y7kEAA,AC,Tipo de Serviço Inválido
1787,a0V6g0000061y7mEAA,AC,Tipo de Serviço Inválido
1788,a0V6g0000061y7NEAQ,AG,Agência/Conta Corrente/DV Inválido
1789,a0V6g0000061y7tEAA,AC,Tipo de Serviço Inválido
1790,a0V6g0000061y7UEAQ,AC,Tipo de Serviço Inválido
1791,a0V6g0000061y7vEAA,AC,Tipo de Serviço Inválido
1792,a0V6g0000061y7WEAQ,AC,Tipo de Serviço Inválido
1793,a0V6g0000061y82EAA,AC,Tipo de Serviço Inválido
1794,a0V6g0000061y84EAA,AC,Tipo de Serviço Inválido
1795,a0V6g0000061y8aEAA,AT,Tipo/Número de Inscrição do Favorecido Inválido
1796,a0V6g0000061y8cEAA,AN,Conta Corrente/DV do Favorecido Inválido
1797,a0V6g0000061y8hEAA,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1798,a0V6g0000061y8IEAQ,AC,Tipo de Serviço Inválido
1799,a0V6g0000061y8jEAA,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1800,a0V6g0000061y8KEAQ,AG,Agência/Conta Corrente/DV Inválido
1801,a0V6g0000061y8qEAA,AG,Agência/Conta Corrente/DV Inválido
1802,a0V6g0000061y8REAQ,AG,Agência/Conta Corrente/DV Inválido
1803,a0V6g0000061y8sEAA,AN,Conta Corrente/DV do Favorecido Inválido
1804,a0V6g0000061y8TEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1805,a0V6g0000061y8xEAA,AG,Agência/Conta Corrente/DV Inválido
1806,a0V6g0000061y8YEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1807,a0V6g0000061y8zEAA,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1808,a0V6g0000061y91EAA,AG,Agência/Conta Corrente/DV Inválido
1809,a0V6g0000061y96EAA,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1810,a0V6g0000061y98EAA,AG,Agência/Conta Corrente/DV Inválido
1811,a0V6g0000061yIAEAY,AC,Tipo de Serviço Inválido
1812,a0V6g0000062gjyEAA,AN,Conta Corrente/DV do Favorecido Inválido
1813,a0V6g0000062gk0EAA,AN,Conta Corrente/DV do Favorecido Inválido
1814,a0V6g0000062gLkEAI,AG,Agência/Conta Corrente/DV Inválido
1815,a0V6g0000062gmLEAQ,AL,Código do Banco Favorecido ou Depositário Inválido
1816,a0V6g0000062gN9EAI,AN,Conta Corrente/DV do Favorecido Inválido
1817,a0V6g0000062gnyEAA,AN,Conta Corrente/DV do Favorecido Inválido
1818,a0V6g0000062go9EAA,AG,Agência/Conta Corrente/DV Inválido
1819,a0V6g000005OiwNEAS,AN,Conta Corrente/DV do Favorecido Inválido
1820,a0V6g000005OiwPEAS,AN,Conta Corrente/DV do Favorecido Inválido
1821,a0V6g000005OiwUEAS,AN,Conta Corrente/DV do Favorecido Inválido
1822,a0V6g000005OiwWEAS,AN,Conta Corrente/DV do Favorecido Inválido
1823,a0V6g000005OiwYEAS,AN,Conta Corrente/DV do Favorecido Inválido
1824,a0V6g000005Oix2EAC,AN,Conta Corrente/DV do Favorecido Inválido
1825,a0V6g000005Oix4EAC,AN,Conta Corrente/DV do Favorecido Inválido
1826,a0V6g000005OixaEAC,AN,Conta Corrente/DV do Favorecido Inválido
1827,a0V6g000005OixBEAS,AN,Conta Corrente/DV do Favorecido Inválido
1828,a0V6g000005OixcEAC,AG,Agência/Conta Corrente/DV Inválido
1829,a0V6g000005OixDEAS,AN,Conta Corrente/DV do Favorecido Inválido
1830,a0V6g000005OixIEAS,AN,Conta Corrente/DV do Favorecido Inválido
1831,a0V6g000005OixjEAC,AG,Agência/Conta Corrente/DV Inválido
1832,a0V6g000005OixKEAS,AN,Conta Corrente/DV do Favorecido Inválido
1833,a0V6g000005OixlEAC,AC,Tipo de Serviço Inválido
1834,a0V6g000005OixMEAS,AN,Conta Corrente/DV do Favorecido Inválido
1835,a0V6g000005OixqEAC,AC,Tipo de Serviço Inválido
1836,a0V6g000005OixREAS,AN,Conta Corrente/DV do Favorecido Inválido
1837,a0V6g000005OixsEAC,AC,Tipo de Serviço Inválido
1838,a0V6g000005OixTEAS,AN,Conta Corrente/DV do Favorecido Inválido
1839,a0V6g000005OiyHEAS,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1840,a0V6g000005OJOaEAO,AN,Conta Corrente/DV do Favorecido Inválido
1841,a0V6g000005OJOcEAO,AN,Conta Corrente/DV do Favorecido Inválido
1842,a0V6g000005OJOeEAO,AN,Conta Corrente/DV do Favorecido Inválido
1843,a0V6g000005OJOjEAO,AN,Conta Corrente/DV do Favorecido Inválido
1844,a0V6g000005OJOlEAO,AN,Conta Corrente/DV do Favorecido Inválido
1845,a0V6g000005OJOsEAO,AN,Conta Corrente/DV do Favorecido Inválido
1846,a0V6g000005OJOTEA4,02,Crédito ou Débito Cancelado pelo Pagador/Credor
1847,a0V6g000005OJOuEAO,AN,Conta Corrente/DV do Favorecido Inválido
1848,a0V6g000005OJOVEA4,AN,Conta Corrente/DV do Favorecido Inválido
1849,a0V6g000005OJP3EAO,AN,Conta Corrente/DV do Favorecido Inválido
1850,a0V6g000005OjqbEAC,AN,Conta Corrente/DV do Favorecido Inválido
1851,a0V6g000005OjqdEAC,AN,Conta Corrente/DV do Favorecido Inválido
1852,a0V6g000005OjqkEAC,AN,Conta Corrente/DV do Favorecido Inválido
1853,a0V6g000005OjqLEAS,AN,Conta Corrente/DV do Favorecido Inválido
1854,a0V6g000005OjqmEAC,AN,Conta Corrente/DV do Favorecido Inválido
1855,a0V6g000005OjqNEAS,AN,Conta Corrente/DV do Favorecido Inválido
1856,a0V6g000005OjqtEAC,AN,Conta Corrente/DV do Favorecido Inválido
1857,a0V6g000005OjqUEAS,AN,Conta Corrente/DV do Favorecido Inválido
1858,a0V6g000005OjqvEAC,AN,Conta Corrente/DV do Favorecido Inválido
1859,a0V6g000005OjqWEAS,AN,Conta Corrente/DV do Favorecido Inválido
1860,a0V6g000005Ojr0EAC,AG,Agência/Conta Corrente/DV Inválido
1861,a0V6g000005Ojr2EAC,AG,Agência/Conta Corrente/DV Inválido
1862,a0V6g000005Ojr9EAC,AC,Tipo de Serviço Inválido
1863,a0V6g000005OjrBEAS,AC,Tipo de Serviço Inválido
1864,a0V6g000005OjtAEAS,AN,Conta Corrente/DV do Favorecido Inválido
1865,a0V6g000005OjtCEAS,AN,Conta Corrente/DV do Favorecido Inválido
1866,a0V6g000005OmrcEAC,AN,Conta Corrente/DV do Favorecido Inválido
1867,a0V6g000005OmreEAC,AN,Conta Corrente/DV do Favorecido Inválido
1868,a0V6g000005OmrjEAC,AG,Agência/Conta Corrente/DV Inválido
1869,a0V6g000005OmrlEAC,AC,Tipo de Serviço Inválido
1870,a0V6g000005OmrsEAC,AN,Conta Corrente/DV do Favorecido Inválido
1871,a0V6g000005OmrTEAS,AN,Conta Corrente/DV do Favorecido Inválido
1872,a0V6g000005OmruEAC,AN,Conta Corrente/DV do Favorecido Inválido
1873,a0V6g000005OmrVEAS,AN,Conta Corrente/DV do Favorecido Inválido
1874,a0V6g000005Oms1EAC,AN,Conta Corrente/DV do Favorecido Inválido
1875,a0V6g000005Oms3EAC,AN,Conta Corrente/DV do Favorecido Inválido
1876,a0V6g000005Oms8EAC,AM,Agência Mantenedora da Conta Corrente do Favorecido Inválida
1877,a0V6g000005OmsAEAS,AN,Conta Corrente/DV do Favorecido Inválido
1878,a0V6g000005OmsgEAC,AC,Tipo de Serviço Inválido
1879,a0V6g000005OmsHEAS,AN,Conta Corrente/DV do Favorecido Inválido
1880,a0V6g000005OmsiEAC,AC,Tipo de Serviço Inválido
1881,a0V6g000005OmsJEAS,AT,Tipo/Número de Inscrição do Favorecido Inválido
1882,a0V6g000005OmspEAC,AN,Conta Corrente/DV do Favorecido Inválido
1883,a0V6g000005OmsQEAS,AN,Conta Corrente/DV do Favorecido Inválido
1884,a0V6g000005OmsrEAC,AN,Conta Corrente/DV do Favorecido Inválido
1885,a0V6g000005OmsSEAS,AG,Agência/Conta Corrente/DV Inválido
1886,a0V6g000005OmsXEAS,AC,Tipo de Serviço Inválido
1887,a0V6g000005OmsZEAS,AC,Tipo de Serviço Inválido
1888,a0V6g000005Omv6EAC,AN,Conta Corrente/DV do Favorecido Inválido
1889,a0V6g000005Omv8EAC,AN,Conta Corrente/DV do Favorecido Inválido
1890,a0V6g000005OmveEAC,AN,Conta Corrente/DV do Favorecido Inválido
1891,a0V6g000005OmvFEAS,AN,Conta Corrente/DV do Favorecido Inválido
1892,a0V6g000005OmvgEAC,AN,Conta Corrente/DV do Favorecido Inválido
1893,a0V6g000005OmvHEAS,AN,Conta Corrente/DV do Favorecido Inválido
1894,a0V6g000005OmvMEAS,AG,Agência/Conta Corrente/DV Inválido
1895,a0V6g000005OmvnEAC,AN,Conta Corrente/DV do Favorecido Inválido
1896,a0V6g000005OmvOEAS,AG,Agência/Conta Corrente/DV Inválido
1897,a0V6g000005OmvpEAC,AN,Conta Corrente/DV do Favorecido Inválido
1898,a0V6g000005easOEAQ,AG,Agência/Conta Corrente/DV Inválido
1899,a0V6g000005easpEAA,AN,Conta Corrente/DV do Favorecido Inválido
1900,a0V6g000005eaSpEAI,AN,Conta Corrente/DV do Favorecido Inválido
1901,a0V6g000005easQEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1902,a0V6g000005eaSQEAY,AC,Tipo de Serviço Inválido
1903,a0V6g000005eaSrEAI,AN,Conta Corrente/DV do Favorecido Inválido
1904,a0V6g000005eaSSEAY,AC,Tipo de Serviço Inválido
1905,a0V6g000005easuEAA,AN,Conta Corrente/DV do Favorecido Inválido
1906,a0V6g000005eb5uEAA,AC,Tipo de Serviço Inválido
1907,a0V6g000005eb5vEAA,AC,Tipo de Serviço Inválido
1908,a0V6g000005eb68EAA,AN,Conta Corrente/DV do Favorecido Inválido
1909,a0V6g000005eb69EAA,AN,Conta Corrente/DV do Favorecido Inválido
1910,a0V6g000005eb6AEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1911,a0V6g000005eb6BEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1912,a0V6g000005eb6gEAA,AN,Conta Corrente/DV do Favorecido Inválido
1913,a0V6g000005eb6hEAA,AN,Conta Corrente/DV do Favorecido Inválido
1914,a0V6g000005eb6iEAA,AN,Conta Corrente/DV do Favorecido Inválido
1915,a0V6g000005eb6jEAA,AG,Agência/Conta Corrente/DV Inválido
1916,a0V6g000005eb6PEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1917,a0V6g000005eb6QEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1918,a0V6g000005eb6REAQ,AN,Conta Corrente/DV do Favorecido Inválido
1919,a0V6g000005eb6SEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1920,a0V6g000005eb6wEAA,AG,Agência/Conta Corrente/DV Inválido
1921,a0V6g000005eb6xEAA,AG,Agência/Conta Corrente/DV Inválido
1922,a0V6g000005eb6yEAA,AN,Conta Corrente/DV do Favorecido Inválido
1923,a0V6g000005eb6zEAA,AC,Tipo de Serviço Inválido
1924,a0V6g000005eb70EAA,AC,Tipo de Serviço Inválido
1925,a0V6g000005eb7DEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1926,a0V6g000005eb7EEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1927,a0V6g000005eb7FEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1928,a0V6g000005eb7GEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1929,a0V6g000005eb7VEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1930,a0V6g000005eb7WEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1931,a0V6g000005eb7XEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1932,a0V6g000005eba5EAA,AT,Tipo/Número de Inscrição do Favorecido Inválido
1933,a0V6g000005eba6EAA,AT,Tipo/Número de Inscrição do Favorecido Inválido
1934,a0V6g000005eba7EAA,AN,Conta Corrente/DV do Favorecido Inválido
1935,a0V6g000005eba8EAA,AN,Conta Corrente/DV do Favorecido Inválido
1936,a0V6g000005eba9EAA,AN,Conta Corrente/DV do Favorecido Inválido
1937,a0V6g000005ebAjEAI,AN,Conta Corrente/DV do Favorecido Inválido
1938,a0V6g000005ebAkEAI,AN,Conta Corrente/DV do Favorecido Inválido
1939,a0V6g000005ebAlEAI,AN,Conta Corrente/DV do Favorecido Inválido
1940,a0V6g000005ebAmEAI,AN,Conta Corrente/DV do Favorecido Inválido
1941,a0V6g000005ebATEAY,AN,Conta Corrente/DV do Favorecido Inválido
1942,a0V6g000005ebAUEAY,AN,Conta Corrente/DV do Favorecido Inválido
1943,a0V6g000005ebAVEAY,AN,Conta Corrente/DV do Favorecido Inválido
1944,a0V6g000005ebAWEAY,AN,Conta Corrente/DV do Favorecido Inválido
1945,a0V6g000005ebB0EAI,AN,Conta Corrente/DV do Favorecido Inválido
1946,a0V6g000005ebB1EAI,AN,Conta Corrente/DV do Favorecido Inválido
1947,a0V6g000005ebB2EAI,AN,Conta Corrente/DV do Favorecido Inválido
1948,a0V6g000005ebBHEAY,AN,Conta Corrente/DV do Favorecido Inválido
1949,a0V6g000005ebBIEAY,AN,Conta Corrente/DV do Favorecido Inválido
1950,a0V6g000005ebBJEAY,AN,Conta Corrente/DV do Favorecido Inválido
1951,a0V6g000005ebBKEAY,AN,Conta Corrente/DV do Favorecido Inválido
1952,a0V6g000005ebc4EAA,AN,Conta Corrente/DV do Favorecido Inválido
1953,a0V6g000005ebc5EAA,AN,Conta Corrente/DV do Favorecido Inválido
1954,a0V6g000005ebc6EAA,AN,Conta Corrente/DV do Favorecido Inválido
1955,a0V6g000005ebc7EAA,AN,Conta Corrente/DV do Favorecido Inválido
1956,a0V6g000005ebccEAA,AN,Conta Corrente/DV do Favorecido Inválido
1957,a0V6g000005ebcdEAA,AN,Conta Corrente/DV do Favorecido Inválido
1958,a0V6g000005ebceEAA,AN,Conta Corrente/DV do Favorecido Inválido
1959,a0V6g000005ebcfEAA,AN,Conta Corrente/DV do Favorecido Inválido
1960,a0V6g000005ebcLEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1961,a0V6g000005ebcMEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1962,a0V6g000005ebcNEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1963,a0V6g000005ebcOEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1964,a0V6g000005ebcsEAA,AN,Conta Corrente/DV do Favorecido Inválido
1965,a0V6g000005ebctEAA,AN,Conta Corrente/DV do Favorecido Inválido
1966,a0V6g000005ebcuEAA,AN,Conta Corrente/DV do Favorecido Inválido
1967,a0V6g000005ebcvEAA,AN,Conta Corrente/DV do Favorecido Inválido
1968,a0V6g000005ebcwEAA,AG,Agência/Conta Corrente/DV Inválido
1969,a0V6g000005ebD1EAI,AN,Conta Corrente/DV do Favorecido Inválido
1970,a0V6g000005ebD2EAI,AN,Conta Corrente/DV do Favorecido Inválido
1971,a0V6g000005ebD3EAI,AN,Conta Corrente/DV do Favorecido Inválido
1972,a0V6g000005ebD4EAI,AN,Conta Corrente/DV do Favorecido Inválido
1973,a0V6g000005ebD5EAI,AN,Conta Corrente/DV do Favorecido Inválido
1974,a0V6g000005ebd9EAA,AN,Conta Corrente/DV do Favorecido Inválido
1975,a0V6g000005ebDaEAI,AN,Conta Corrente/DV do Favorecido Inválido
1976,a0V6g000005ebdAEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1977,a0V6g000005ebDbEAI,AN,Conta Corrente/DV do Favorecido Inválido
1978,a0V6g000005ebdBEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1979,a0V6g000005ebDcEAI,AN,Conta Corrente/DV do Favorecido Inválido
1980,a0V6g000005ebdCEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1981,a0V6g000005ebDIEAY,AN,Conta Corrente/DV do Favorecido Inválido
1982,a0V6g000005ebDJEAY,AN,Conta Corrente/DV do Favorecido Inválido
1983,a0V6g000005ebDKEAY,AN,Conta Corrente/DV do Favorecido Inválido
1984,a0V6g000005ebDLEAY,AN,Conta Corrente/DV do Favorecido Inválido
1985,a0V6g000005ebDqEAI,AC,Tipo de Serviço Inválido
1986,a0V6g000005ebdQEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1987,a0V6g000005ebDrEAI,AC,Tipo de Serviço Inválido
1988,a0V6g000005ebdREAQ,AN,Conta Corrente/DV do Favorecido Inválido
1989,a0V6g000005ebDsEAI,AC,Tipo de Serviço Inválido
1990,a0V6g000005ebdSEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1991,a0V6g000005ebDtEAI,AC,Tipo de Serviço Inválido
1992,a0V6g000005ebdTEAQ,AN,Conta Corrente/DV do Favorecido Inválido
1993,a0V6g000005ebDZEAY,AN,Conta Corrente/DV do Favorecido Inválido
1994,a0V6g000005ebE6EAI,AN,Conta Corrente/DV do Favorecido Inválido
1995,a0V6g000005ebE7EAI,AN,Conta Corrente/DV do Favorecido Inválido
1996,a0V6g000005ebE8EAI,AT,Tipo/Número de Inscrição do Favorecido Inválido
1997,a0V6g000005ebE9EAI,AN,Conta Corrente/DV do Favorecido Inválido
1998,a0V6g000005ebENEAY,AN,Conta Corrente/DV do Favorecido Inválido
1999,a0V6g000005ebEOEAY,AN,Conta Corrente/DV do Favorecido Inválido
2000,a0V6g000005ebEPEAY,AN,Conta Corrente/DV do Favorecido Inválido
2001,a0V6g000005ebEQEAY,AN,Conta Corrente/DV do Favorecido Inválido
2002,a0V6g000005ebfaEAA,AN,Conta Corrente/DV do Favorecido Inválido
2003,a0V6g000005ebfbEAA,AN,Conta Corrente/DV do Favorecido Inválido
2004,a0V6g000005ebfcEAA,AN,Conta Corrente/DV do Favorecido Inválido
2005,a0V6g000005ebfpEAA,AN,Conta Corrente/DV do Favorecido Inválido
2006,a0V6g000005ebfYEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2007,a0V6g000005ebfZEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2008,a0V6g000005ebg6EAA,AN,Conta Corrente/DV do Favorecido Inválido
2009,a0V6g000005ebg7EAA,AN,Conta Corrente/DV do Favorecido Inválido
2010,a0V6g000005ebg8EAA,AN,Conta Corrente/DV do Favorecido Inválido
2011,a0V6g000005ebg9EAA,AN,Conta Corrente/DV do Favorecido Inválido
2012,a0V6g000005ebgdEAA,AT,Tipo/Número de Inscrição do Favorecido Inválido
2013,a0V6g000005ebgeEAA,AT,Tipo/Número de Inscrição do Favorecido Inválido
2014,a0V6g000005ebgfEAA,AT,Tipo/Número de Inscrição do Favorecido Inválido
2015,a0V6g000005ebggEAA,AN,Conta Corrente/DV do Favorecido Inválido
2016,a0V6g000005ebGlEAI,AN,Conta Corrente/DV do Favorecido Inválido
2017,a0V6g000005ebGmEAI,AN,Conta Corrente/DV do Favorecido Inválido
2018,a0V6g000005ebGnEAI,AN,Conta Corrente/DV do Favorecido Inválido
2019,a0V6g000005ebgNEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2020,a0V6g000005ebGoEAI,AN,Conta Corrente/DV do Favorecido Inválido
2021,a0V6g000005ebgOEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2022,a0V6g000005ebGpEAI,AN,Conta Corrente/DV do Favorecido Inválido
2023,a0V6g000005ebgPEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2024,a0V6g000005ebgQEAQ,AN,Conta Corrente/DV do Favorecido Inválido
2025,a0V6g000005ebguEAA,AT,Tipo/Número de Inscrição do Favorecido Inválido
2026,a0V6g000005ebgvEAA,AT,Tipo/Número de Inscrição do Favorecido Inválido
2027,a0V6g000005ebGVEAY,AN,Conta Corrente/DV do Favorecido Inválido
2028,a0V6g000005ebgwEAA,AT,Tipo/Número de Inscrição do Favorecido Inválido
2029,a0V6g000005ebGWEAY,AN,Conta Corrente/DV do Favorecido Inválido
2030,a0V6g000005ebgxEAA,AT,Tipo/Número de Inscrição do Favorecido Inválido
2031,a0V6g000005ebGXEAY,AN,Conta Corrente/DV do Favorecido Inválido
2032,a0V6g000005ebGYEAY,AN,Conta Corrente/DV do Favorecido Inválido
2033,a0V6g000005ebH2EAI,AN,Conta Corrente/DV do Favorecido Inválido
2034,a0V6g000005ebH3EAI,AN,Conta Corrente/DV do Favorecido Inválido
2035,a0V6g000005ebH4EAI,AN,Conta Corrente/DV do Favorecido Inválido
2036,a0V6g000005ebH5EAI,AN,Conta Corrente/DV do Favorecido Inválido
2037,a0V6g000005ebhBEAQ,AG,Agência/Conta Corrente/DV Inválido
2038,a0V6g000005ebHcEAI,AN,Conta Corrente/DV do Favorecido Inválido
2039,a0V6g000005ebhCEAQ,AG,Agência/Conta Corrente/DV Inválido
2040,a0V6g000005ebHdEAI,AN,Conta Corrente/DV do Favorecido Inválido
2041,a0V6g000005ebhDEAQ,AC,Tipo de Serviço Inválido
2042,a0V6g000007NUpzEAG,AN,Conta Corrente/DV do Favorecido Inválido
2043,a0V6g000007NUq0EAG,AN,Conta Corrente/DV do Favorecido Inválido
2044,a0V6g000007NUq1EAG,AN,Conta Corrente/DV do Favorecido Inválido
2045,a0V6g000007NUqFEAW,AG,Agência/Conta Corrente/DV Inválido
2046,a0V6g000007NUqHEAW,AC,Tipo de Serviço Inválido
